ZipCode,Population,HouseholdsPerZipCode,WhitePopulation,BlackPopulation,HispanicPopulation,AsianPopulation,HawaiianPopulation,IndianPopulation,OtherPopulation,MalePopulation,FemalePopulation,PersonsPerHousehold,AverageHouseValue,IncomePerHousehold,MedianAge,MedianAgeMale,MedianAgeFemale,NumberOfBusinesses,NumberOfEmployees,BusinessFirstQuarterPayroll,BusinessAnnualPayroll,GrowthRank,GrowingCountiesA,GrowingCountiesB,GrowthIncreaseNumber,GrowthIncreasePercentage,CBSAPopulation,CBSADivisionPopulation,DeliveryResidential,DeliveryBusiness,DeliveryTotal,PopulationEstimate,LandArea,WaterArea,BoxCount,SFDU,MFDU,MarketRatingAreaID,CityType_B,CityType_C,CityType_N,CityType_P,CityType_U,CityType_Z,CityDeliveryIndicator_N,CityDeliveryIndicator_Y,MedicareCBSAType_Metro,MedicareCBSAType_Micro,UBS_Open_Branch
1840,4733,2181,2140,620,3789,61,16,188,2127,2366,2367,2.09,108600,19855,36.4,35.8,37.1,335,6705,47349,218526,0,0,0,0,0.0,4552402,2246244,2283,829,3856,4771,0.498,0.077,0,514,1701,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
93526,719,331,576,6,97,15,2,132,28,372,347,1.97,174200,55750,51.9,49.8,52.7,9,28,101,394,0,0,0,0,0.0,0,0,175,1,467,344,136.92,0.343,211,152,23,15,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
54750,1062,411,1051,2,16,7,0,1,5,547,515,2.58,160400,56923,44.8,45.1,44.5,18,192,2089,10032,0,0,0,0,0.0,3279833,0,413,2,489,1065,63.533,4.265,60,413,0,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
68967,1142,494,1102,5,35,6,5,11,23,580,562,2.31,61200,44073,45.5,46.3,45.0,35,169,930,3954,0,0,0,0,0.0,0,0,306,23,578,706,192.498,0.546,183,291,0,3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
14507,1351,536,1337,11,9,6,1,5,4,671,680,2.47,123000,58125,45.2,45.0,45.3,20,57,351,1732,0,0,0,0,0.0,1054323,0,614,15,704,1516,32.725,0.037000000000000005,60,595,0,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
28310,3459,0,2740,462,485,110,22,75,186,3179,280,0.0,0,0,22.3,22.3,22.5,90,2851,40523,165350,0,0,0,0,0.0,366383,0,0,0,0,0,4.539,0.021,0,0,0,9,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
60511,1793,655,1762,17,58,12,0,19,16,927,866,2.74,237700,80227,45.8,45.9,45.8,58,1519,10428,44877,0,0,0,0,0.0,9461105,620429,518,10,2255,1419,29.825,0.014,154,518,0,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
36612,4541,1726,281,4252,18,3,0,32,12,2083,2458,2.63,60500,25643,35.9,32.9,38.3,81,1243,13197,54331,0,0,0,0,0.0,412992,0,1758,161,1932,4623,2.804,0.003,0,1362,340,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
80483,585,237,559,2,45,6,2,3,23,310,275,2.47,218300,54000,41.4,41.6,41.3,26,75,476,2092,0,0,0,0,0.0,0,0,0,0,323,0,86.96700000000001,0.068,291,0,0,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
68342,530,224,518,4,29,0,1,5,9,282,248,2.37,95700,58750,44.9,44.0,47.0,15,182,1776,8551,0,0,0,0,0.0,0,0,153,4,258,362,71.72,0.83,85,153,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18347,3364,1463,3218,79,228,33,1,19,71,1705,1659,2.3,167400,48773,50.0,49.9,50.1,50,327,2479,12478,0,0,0,0,0.0,169842,0,1229,27,2018,2826,27.035,1.335,460,308,693,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
90021,3951,1561,1735,1279,1631,193,13,78,809,2790,1161,1.57,556500,12370,44.3,46.0,38.3,2149,32314,293388,1216533,0,0,0,0,0.0,0,9818605,1274,3319,4388,2000,2.07,0.028,38,102,1086,16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
27235,4136,1679,3798,166,126,161,5,45,20,1930,2206,2.42,255800,79189,45.5,43.6,47.5,114,2668,26679,122781,0,0,0,0,0.0,723801,0,1868,85,2279,4520,13.555,0.038,204,1522,341,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30802,6321,2215,5214,1033,85,60,4,37,25,3277,3044,2.69,164900,64063,43.4,41.8,45.0,87,741,5317,24054,45,124053,128112,4059,3.3,556877,0,2439,74,2774,6560,132.465,15.349,186,2438,0,5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
67345,161,80,154,0,5,1,0,7,4,78,83,2.01,95000,35795,54.8,55.0,54.5,1,0,0,0,0,0,0,0,0.0,0,0,43,0,89,86,43.659,0.461,41,43,0,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
81504,28481,10764,25813,380,4647,324,49,670,2278,14088,14393,2.64,168900,51979,33.6,32.7,34.7,326,2792,26589,103666,0,0,0,0,0.0,146723,0,12003,292,15346,31687,11.311,0.076,413,4493,491,5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
97267,30839,12348,28383,541,2578,1097,179,637,1139,14970,15869,2.47,273200,63635,42.4,40.9,44.1,686,5934,46274,197653,0,0,0,0,0.0,2226009,0,12771,509,15836,31544,7.306,0.226,0,8427,722,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
28611,885,381,850,16,21,8,1,9,5,459,426,2.32,87200,0,45.4,45.4,45.3,4,20,189,842,0,0,0,0,0.0,365497,0,271,12,525,628,74.403,0.0,117,271,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2881,7841,1087,6671,504,462,546,13,103,220,3589,4252,2.45,342300,66346,20.0,20.2,19.9,105,1300,7451,30914,0,0,0,0,0.0,1600852,0,1022,60,1235,2503,3.614,0.014,131,706,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
41840,1111,464,1086,22,2,2,0,5,2,542,569,2.39,52700,21786,40.5,38.4,42.5,17,148,1103,5115,0,0,0,0,0.0,0,0,313,5,653,748,3.784,0.002,309,138,0,8,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25639,608,283,605,3,2,1,0,1,0,305,303,2.15,57600,15662,53.7,52.1,55.2,3,3,24,166,0,0,0,0,0.0,0,0,0,0,275,0,6.928,0.028,268,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
71929,4487,1807,4360,42,136,22,1,61,67,2284,2203,2.48,95800,53750,41.5,40.4,42.2,36,127,903,3933,0,0,0,0,0.0,0,0,2015,59,2801,4997,95.46,2.814,204,2000,1,4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
10550,37144,13793,6380,27565,5820,754,127,502,3433,16954,20190,2.65,348700,42002,35.6,33.3,37.5,1003,13226,158200,716941,0,0,0,0,0.0,18897109,13866159,13278,1631,15624,35186,1.987,0.013,0,5451,7781,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
30143,21145,8325,20421,260,686,138,11,167,350,10300,10845,2.51,213700,59962,44.5,43.1,45.7,582,5536,46268,195444,0,0,0,0,0.0,5268860,0,10366,794,11787,26018,139.264,0.495,563,6578,2909,13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
72301,26069,9769,9162,16718,418,144,13,110,185,12032,14037,2.61,82700,30782,32.8,30.8,34.7,536,10432,80858,334182,0,0,0,0,0.0,1316100,0,9776,1079,10845,25515,18.888,0.08,0,7614,747,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
67634,301,142,292,0,1,1,0,8,0,156,145,2.12,43800,55625,51.3,49.0,54.3,4,20,121,538,0,0,0,0,0.0,0,0,47,0,147,99,118.473,6.627999999999999,89,47,0,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30567,2981,1030,2816,61,173,55,4,15,76,1513,1468,2.89,181700,55115,38.6,38.5,38.7,89,5219,48725,223232,0,0,0,0,0.0,0,0,1330,60,2069,3843,31.284,0.266,180,1141,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1068,1902,685,1872,24,46,12,1,9,7,955,947,2.77,271600,85052,43.7,43.7,43.8,29,68,596,3243,0,0,0,0,0.0,798552,0,655,25,789,1814,20.83,0.389,105,655,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
90095,3,2,1,0,0,2,0,0,0,2,1,1.5,0,0,52.5,38.5,52.5,30,1917,9908,44488,0,0,0,0,0.0,0,9818605,0,1,2321,0,0.395,0.0,0,0,0,16,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
23950,3348,1362,1952,1329,239,17,2,41,81,1628,1720,2.44,102300,38537,42.1,41.3,42.8,74,865,7034,34214,0,0,0,0,0.0,0,0,1304,59,1798,3181,61.067,0.079,320,1287,0,12,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
63849,186,71,128,55,8,0,0,3,7,94,92,2.62,90800,30417,42.0,40.0,42.7,0,0,0,0,0,0,0,0,0.0,0,0,96,0,96,251,18.611,0.1,0,96,0,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
56212,531,226,530,1,4,1,0,0,0,278,253,2.35,66200,50703,48.1,47.7,48.4,9,51,456,1725,0,0,0,0,0.0,0,0,142,5,243,333,82.321,0.237,76,142,0,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
24574,3977,1486,3099,783,92,18,3,122,44,1999,1978,2.46,154300,61250,41.1,39.2,42.8,46,419,2950,14574,0,0,0,0,0.0,252634,0,1573,17,2229,3869,108.831,1.33,200,1573,0,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
56353,8996,3450,8867,58,77,40,1,132,25,4636,4360,2.55,143700,53678,38.1,36.4,39.6,216,1712,11496,54055,0,0,0,0,0.0,3279833,0,3693,152,4226,9417,185.513,1.21,107,3164,404,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
73555,214,81,191,0,26,0,0,22,17,109,105,2.64,39300,29167,42.3,40.8,43.2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,93,0,19.83,0.066,69,0,0,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
20812,255,96,242,6,10,9,0,0,4,122,133,2.66,843800,186250,42.4,42.0,42.8,22,142,1091,5216,0,0,0,0,0.0,5582170,1205162,94,10,336,250,0.192,0.14300000000000002,111,94,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
56456,50,22,50,0,0,0,0,0,0,28,22,2.27,137500,44167,34.0,31.0,36.5,8,223,1957,9263,0,0,0,0,0.0,91067,0,0,0,0,0,0.741,0.0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
79942,2,1,2,0,0,0,0,0,0,1,1,2.0,0,0,71.5,74.5,68.5,0,0,0,0,89,800647,820790,20143,2.5,800647,0,0,0,45,0,35.89,0.015,29,0,0,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
67438,300,120,298,0,5,0,0,3,1,158,142,2.5,65000,57813,46.0,44.0,46.6,7,44,244,1042,0,0,0,0,0.0,0,0,84,4,131,210,75.347,0.222,36,84,0,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
27504,14566,5546,11724,1651,1752,62,16,199,1185,7066,7500,2.59,125500,43442,37.6,36.6,38.6,330,3134,22947,94957,0,0,0,0,0.0,1130490,0,6339,429,7280,16418,90.385,0.505,379,5924,36,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
64475,468,197,465,0,0,1,0,2,0,265,203,2.38,0,49250,36.8,32.4,39.9,6,12,46,184,0,0,0,0,0.0,23370,0,172,5,205,409,70.749,0.019,6,172,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
95564,462,175,404,10,65,12,1,33,48,252,210,2.58,300000,41875,31.3,29.8,33.0,15,281,2753,16383,0,0,0,0,0.0,134623,0,68,13,205,175,3.317,1.491,117,60,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
69337,7365,2839,6655,174,263,135,55,456,101,3700,3665,2.2,123000,44968,28.6,26.7,30.4,215,1898,12810,56394,0,0,0,0,0.0,0,0,2770,229,3388,6094,694.087,0.507,218,2335,121,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
74646,233,95,213,1,17,4,0,14,12,126,107,2.45,0,38889,50.3,50.0,51.3,7,25,281,1111,0,0,0,0,0.0,46562,0,95,3,98,232,57.502,0.02,0,95,0,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
51027,1260,470,1213,4,58,5,0,3,41,618,642,2.68,109400,58155,36.0,37.1,35.1,43,238,2183,9763,0,0,0,0,0.0,0,0,293,17,507,785,92.592,0.009000000000000001,163,293,0,3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
55001,2916,1090,2739,20,48,136,8,20,17,1458,1458,2.67,408700,100486,48.2,48.6,47.9,90,401,2989,15173,0,0,0,0,0.0,3279833,0,1058,14,1247,2824,26.354,1.007,129,1031,0,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
87326,1688,537,199,12,41,9,1,1474,17,825,863,3.14,52400,26750,33.9,32.0,36.9,7,37,166,731,61,71492,73664,2172,3.0,71492,0,0,0,243,0,171.459,0.097,0,0,0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
29510,11060,4160,5752,5136,288,36,0,63,178,5278,5782,2.66,75200,35121,37.7,35.2,39.7,156,1735,15732,65700,0,0,0,0,0.0,60158,0,4132,192,6116,10991,304.011,1.904,532,3917,176,22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
99203,20192,8804,19243,377,639,624,78,308,205,9518,10674,2.28,238400,71606,42.2,40.2,44.1,360,2950,21887,97469,0,0,0,0,0.0,471221,0,9226,148,10708,21035,4.677,0.011,355,7888,1126,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
70520,18405,6681,12629,5453,583,120,14,159,317,9056,9349,2.72,148600,55021,34.0,32.8,35.2,313,2903,26274,106145,0,0,0,0,0.0,273738,0,7710,274,8747,20971,39.362,0.14400000000000002,565,6983,165,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
42339,800,312,787,9,10,3,0,4,1,414,386,2.56,75700,39464,40.0,38.1,43.5,9,47,294,1289,0,0,0,0,0.0,31499,0,417,3,438,1067,29.961,0.334,17,417,0,2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
51401,12373,5190,12058,138,252,98,5,62,174,5953,6420,2.32,141000,49713,42.0,40.0,44.1,565,8551,67683,294361,0,0,0,0,0.0,0,0,5227,381,6044,12126,175.09400000000005,0.243,188,4308,745,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
82514,1645,472,129,9,88,1,2,1535,5,778,867,3.36,123000,45789,28.8,26.9,29.8,12,194,739,3021,0,0,0,0,0.0,40123,0,5,1,1253,16,218.562,0.08800000000000001,1095,5,0,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
54773,3336,1274,3257,17,99,16,3,18,50,1674,1662,2.45,139000,48226,41.3,41.1,41.5,74,1618,14535,62984,0,0,0,0,0.0,0,0,1143,35,1449,2800,72.822,0.024,169,1036,106,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
97447,794,372,768,3,25,7,0,35,10,423,371,2.13,86100,26270,47.9,46.9,48.6,14,96,1269,6496,0,0,0,0,0.0,107667,0,216,16,787,460,118.625,5.65,156,153,0,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
38622,705,265,372,330,7,3,0,1,7,330,375,2.66,37500,28906,40.3,40.9,39.6,5,31,95,454,0,0,0,0,0.0,0,0,0,0,309,0,1.198,0.0,234,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
6786,9867,3911,9602,157,297,114,6,93,85,4857,5010,2.52,185600,65804,41.4,40.6,42.2,139,1326,12086,55331,0,0,0,0,0.0,189927,0,3985,176,4362,10042,14.364,0.215,126,3754,70,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
66528,945,342,923,12,18,2,0,19,4,479,466,2.76,134500,45147,38.0,39.1,36.0,5,29,125,446,0,0,0,0,0.0,233870,0,262,1,375,723,66.135,0.067,106,262,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
99122,3773,1524,3669,19,91,31,1,100,44,1879,1894,2.44,168000,53585,45.5,44.8,46.4,106,834,8625,41197,0,0,0,0,0.0,0,0,1122,35,1988,2737,569.36,7.893,678,987,16,4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
13140,4488,1724,4422,53,61,9,3,35,33,2233,2255,2.59,84300,54592,41.2,40.7,41.7,57,302,1539,6787,0,0,0,0,0.0,80026,0,1394,20,1791,3610,52.272,1.635,337,1325,0,6,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
65058,1017,399,1009,2,4,4,0,9,3,517,500,2.54,139800,40500,38.7,38.9,38.5,12,386,4853,21224,0,0,0,0,0.0,149807,0,390,4,460,990,95.29,0.428,51,390,0,5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
96766,14683,4728,5231,157,1163,9966,3361,312,336,7339,7344,2.98,456200,66813,40.8,40.0,41.8,727,11242,106006,451957,0,0,0,0,0.0,67091,0,4780,1031,7664,14244,84.902,5.157,1745,2806,798,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30342,29879,12434,21479,4011,7034,1213,38,232,3750,14830,15049,2.39,527200,70900,32.5,31.7,33.2,1576,33969,512499,2160070,53,920583,949599,29016,3.2,5268860,0,13984,1413,20012,33421,8.941,0.071,356,6485,5595,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
19106,11740,6714,9797,1165,639,784,9,63,170,6188,5552,1.58,448500,101138,37.8,37.3,38.6,1096,22016,388355,1404571,0,0,0,0,0.0,5965343,2084985,8257,1529,9935,13046,0.8079999999999999,0.403,107,1584,6601,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11977,2467,856,2290,50,229,46,9,17,112,1204,1263,2.65,681500,95000,48.0,44.7,50.3,93,763,6378,31862,0,0,0,0,0.0,18897109,2832882,1233,19,1860,3267,5.752000000000002,0.084,519,947,223,8,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
56363,155,54,154,0,3,1,0,0,0,83,72,2.87,100000,49375,29.4,28.3,37.0,12,49,456,2077,0,0,0,0,0.0,3279833,0,74,9,124,212,0.383,0.001,0,16,0,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
39069,5409,1960,442,4966,27,4,0,14,4,2673,2736,2.56,60000,19435,35.8,33.2,38.7,38,457,3482,14444,0,0,0,0,0.0,0,0,1282,24,2422,3281,176.305,0.08,1031,1138,0,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
79401,8408,3394,6543,836,2479,474,9,112,605,4664,3744,2.15,68000,16487,22.8,23.7,21.9,614,8724,71520,304159,0,0,0,0,0.0,284890,0,2200,855,2970,4730,2.752,0.01,0,993,612,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
22042,33537,12019,19988,1918,10404,7114,52,407,5551,16828,16709,2.79,457400,101293,35.6,35.0,36.2,868,28131,661365,2154976,0,0,0,0,0.0,5582170,4431070,12570,731,14269,35070,6.6110000000000015,0.045,122,7338,3565,10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
24433,99,44,98,0,2,0,0,1,0,47,52,2.25,0,0,47.3,51.3,41.5,1,0,0,0,0,0,0,0,0.0,0,0,62,0,65,139,14.921,0.002,3,62,0,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
32465,9232,2458,7082,2048,526,37,9,137,100,6277,2955,2.42,94200,36505,39.4,38.3,42.5,64,430,3255,12521,0,0,0,0,0.0,168852,0,2588,77,3197,6262,236.416,10.966,445,2530,0,22,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
47040,5480,2206,5399,30,72,24,2,29,32,2717,2763,2.46,136400,49073,42.3,41.4,43.2,70,994,6241,27437,0,0,0,0,0.0,2130151,0,2232,95,2444,5490,67.113,1.085,81,1981,152,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
55972,4995,1826,4735,36,349,116,1,41,140,2485,2510,2.71,177400,65714,36.0,34.5,36.9,106,766,5287,22950,0,0,0,0,0.0,51461,0,1986,113,2237,5382,86.851,0.0,33,1808,157,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
26624,2950,1304,2928,21,10,11,2,16,1,1413,1537,2.26,85700,37807,45.2,44.5,45.9,75,916,7590,32068,0,0,0,0,0.0,0,0,1237,135,1545,2795,73.296,0.279,139,1196,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
92352,8004,3074,7271,100,1416,175,33,168,558,4036,3968,2.6,348000,68229,45.6,45.6,45.6,198,1724,12979,54582,0,0,0,0,0.0,4224851,0,0,0,2355,0,9.649,1.176,1730,0,0,16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
28516,11431,5128,9785,1568,222,85,9,128,83,5583,5848,2.2,189400,42163,46.7,45.4,47.9,300,2306,14578,68425,0,0,0,0,0.0,66469,0,5738,405,6822,12623,210.526,102.652,434,4852,268,16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1001,16769,7215,15889,401,560,423,16,103,180,7845,8924,2.23,202800,56714,45.5,43.0,47.7,472,9127,88685,376492,0,0,0,0,0.0,692942,0,7329,499,8372,16343,11.442,0.861,372,5426,1799,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8036,5917,2164,5099,517,303,295,3,26,113,2848,3069,2.73,287400,94873,41.9,41.0,42.7,204,2566,26907,119567,0,0,0,0,0.0,5965343,1250679,2302,248,2657,6284,6.12,0.258,136,2125,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
56209,2339,975,2290,8,74,8,1,12,30,1205,1134,2.37,137300,54071,44.7,42.1,46.0,55,360,2824,11885,0,0,0,0,0.0,42239,0,732,13,1145,1734,97.79,8.08,349,732,0,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
89426,208,97,193,0,34,0,0,3,15,112,96,2.14,0,35471,48.8,49.0,48.7,1,0,0,0,0,0,0,0,0.0,0,0,0,0,74,0,319.532,0.324,63,0,0,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
23113,23848,9014,21324,1423,565,1218,11,119,184,11524,12324,2.65,401200,100675,44.1,43.6,44.7,902,11233,98038,445968,0,0,0,0,0.0,1258251,0,9927,779,13524,26306,35.399,0.338,643,8419,956,7,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
72928,755,295,728,0,15,13,8,6,8,393,362,2.56,96400,56563,40.5,39.5,41.7,9,22,97,427,0,0,0,0,0.0,0,0,287,15,442,734,23.364,0.062,45,287,0,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
76250,937,338,918,3,24,0,0,20,7,443,494,2.77,175700,80938,38.7,39.3,38.1,24,129,692,3142,0,0,0,0,0.0,38437,0,132,3,664,365,8.816,0.0,384,132,0,26,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
13341,102,39,101,0,0,2,0,2,1,46,56,2.62,134200,109792,44.0,45.0,44.0,2,0,0,0,0,0,0,0,0.0,299397,0,0,0,290,0,0.184,0.0,31,0,0,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
44704,3811,1526,1353,2522,63,7,2,82,41,1784,2027,2.49,57300,23116,38.1,37.3,38.6,43,1025,11188,40877,0,0,0,0,0.0,404422,0,1566,88,1654,3899,2.421,0.0,0,1470,96,15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4024,608,241,587,2,3,16,0,1,4,290,318,2.52,189500,65250,42.4,42.2,43.0,9,136,1575,6288,0,0,0,0,0.0,514098,0,150,4,304,378,15.845,0.18600000000000005,102,150,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
56113,238,95,232,0,0,0,0,0,6,116,122,2.51,85000,46250,44.5,46.0,38.5,1,0,0,0,0,0,0,0,0.0,0,0,96,1,104,240,36.426,0.693,6,96,0,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
57703,14205,5366,13139,225,479,217,35,1057,155,7250,6955,2.63,154100,54286,33.9,33.0,34.7,383,5635,48776,205945,0,0,0,0,0.0,126382,0,6513,351,10473,17129,128.499,0.147,0,3891,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
45881,1461,529,1432,19,21,14,0,6,4,722,739,2.76,126000,59391,39.5,39.7,39.3,10,43,396,1726,0,0,0,0,0.0,74782,0,475,5,576,1311,29.476,0.021,88,439,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
85381,24249,9195,21284,937,3525,1116,91,319,1243,11576,12673,2.59,214100,76015,41.0,38.4,43.0,650,6661,58579,244205,0,0,0,0,0.0,4192887,0,9982,570,10415,25853,6.635,0.014,0,3164,2670,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
57063,1006,340,991,5,18,1,0,2,16,512,494,2.48,71100,51667,39.3,38.3,39.9,19,85,701,3121,0,0,0,0,0.0,0,0,306,7,405,758,90.976,14.97,75,295,11,4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
